#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
545a61cacd           -            441 Glyco_hydro_18.aln   -            428   6.3e-07   23.1   0.0   3   3       0.2         3    1.0   0.0   355   387   387   419   360   426 0.84 -
464cecdd28           -            444 Glyco_hydro_18.aln   -            428   4.6e-06   20.2   0.0   1   3     9e-06   0.00013   15.4   0.0    84   182    61   168    45   184 0.74 -
464cecdd28           -            444 Glyco_hydro_18.aln   -            428   4.6e-06   20.2   0.0   2   3       2.1        31   -2.3   0.0   285   307   294   316   283   319 0.82 -
464cecdd28           -            444 Glyco_hydro_18.aln   -            428   4.6e-06   20.2   0.0   3   3      0.13         2    1.6   0.0   363   388   399   424   377   434 0.84 -
e560d46d60           -            441 Glyco_hydro_18.aln   -            428   5.4e-06   20.0   0.0   1   3   0.00053    0.0078    9.6   0.0   115   180    89   158    51   164 0.84 -
e560d46d60           -            441 Glyco_hydro_18.aln   -            428   5.4e-06   20.0   0.0   2   3    0.0097      0.14    5.4   0.0   280   308   282   310   255   321 0.84 -
e560d46d60           -            441 Glyco_hydro_18.aln   -            428   5.4e-06   20.0   0.0   3   3       0.2       2.9    1.1   0.0   355   387   387   419   358   427 0.82 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/pfam_families/hmm/Glyco_hydro_18.hmm
# Target file:     /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta
# Option settings: hmmsearch --tblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/pfam_families/Glyco_hydro_18/Glyco_hydro_18.tblout.tsv --domtblout /gpfs/work/bio/yueqingxing22/igem/HMM/annotation_results/pfam_families/Glyco_hydro_18/Glyco_hydro_18.domtblout.tsv --cpu 4 /gpfs/work/bio/yueqingxing22/igem/HMM/hmm_profiles/pfam_families/hmm/Glyco_hydro_18.hmm /gpfs/work/bio/yueqingxing22/igem/HMM/data/unknown_sequences/proteins_converted.fasta 
# Current dir:     /gpfs/work/bio/yueqingxing22/igem/HMM/scripts
# Date:            Thu Aug 28 13:05:27 2025
# [ok]
