hmm	tlen	query	qlen	full_E	full_score	c_E	i_E	dom_score	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	dom_index	dom_of	qcov	hcov	hmm_file
sp|P96426|ARGJ_RHOFA	403	DmpA_ArgJ.aln	344	4.3e-13	54.2	5.9e-10	1.3e-05	29.6	219	344	165	322	151	322	0.8	2	2	0.45930232558139533	0.31265508684863524	DmpA_ArgJ
sp|Q97ET6|ARGJ2_CLOAB	388	DmpA_ArgJ.aln	344	0.0022	22.3	3.2	70000.0	-2.4	65	81	72	88	35	91	0.73	1	2	0.04941860465116279	0.04381443298969072	DmpA_ArgJ
sp|Q97ET6|ARGJ2_CLOAB	388	DmpA_ArgJ.aln	344	0.0022	22.3	1.8e-07	0.0039	21.4	235	344	165	306	140	306	0.85	2	2	0.4127906976744186	0.28350515463917525	DmpA_ArgJ
sp|Q97GH6|ARGJ1_CLOAB	408	DmpA_ArgJ.aln	344	0.0051	21.1	3.3e-07	0.0073	20.5	233	338	176	320	145	326	0.85	1	1	0.42151162790697677	0.25980392156862747	DmpA_ArgJ
sp|Q6CII9|ARGJ_KLULA	441	DmpA_ArgJ.aln	344	0.19	15.9	1.3	29000.0	-1.1	293	337	67	108	42	140	0.73	1	2	0.12209302325581395	0.10204081632653061	DmpA_ArgJ
sp|Q6CII9|ARGJ_KLULA	441	DmpA_ArgJ.aln	344	0.19	15.9	8.7e-06	0.19	15.9	234	337	201	340	184	350	0.73	2	2	0.4069767441860465	0.23582766439909297	DmpA_ArgJ
sp|Q5FQD0|ARGJ_GLUOX	424	DmpA_ArgJ.aln	344	0.43	14.7	3.2e-05	0.71	14.0	226	343	189	344	166	345	0.7	1	1	0.45348837209302323	0.2783018867924528	DmpA_ArgJ
sp|C5MG55|ARGJ_CANTT	405	DmpA_ArgJ.aln	344	0.48	14.6	3.9	87000.0	-2.7	190	213	114	137	86	177	0.6	1	2	0.06976744186046512	0.05925925925925926	DmpA_ArgJ
sp|C5MG55|ARGJ_CANTT	405	DmpA_ArgJ.aln	344	0.48	14.6	3.8e-05	0.84	13.8	241	299	205	286	189	350	0.59	2	2	0.23837209302325582	0.145679012345679	DmpA_ArgJ
sp|O67100|ARGJ_AQUAE	379	DmpA_ArgJ.aln	344	0.54	14.4	3.7e-05	0.81	13.8	235	342	161	299	131	301	0.74	1	1	0.40406976744186046	0.2849604221635884	DmpA_ArgJ
sp|Q46868|UBIK_ECOLI	96	DmpA_ArgJ.aln	344	0.56	14.3	2.5e-05	0.56	14.3	259	302	3	46	1	77	0.78	1	1	0.12790697674418605	0.4583333333333333	DmpA_ArgJ
sp|Q8ZLY9|UBIK_SALTY	119	DmpA_ArgJ.aln	344	0.93	13.6	4.7e-05	1.0	13.5	258	296	22	60	18	92	0.79	1	1	0.11337209302325581	0.3277310924369748	DmpA_ArgJ
sp|A6S9T6|ARGJ2_BOTFB	483	DmpA_ArgJ.aln	344	1.0	13.5	8e-05	1.8	12.7	238	271	235	272	223	336	0.74	1	1	0.11046511627906977	0.07039337474120083	DmpA_ArgJ
sp|Q53QK0|Y1103_ORYSJ	374	DmpA_ArgJ.aln	344	1.1	13.4	8e-05	1.8	12.7	58	135	83	179	80	198	0.86	1	1	0.2819767441860465	0.20855614973262032	DmpA_ArgJ
sp|D0N1U4|ARGJ_PHYIT	465	DmpA_ArgJ.aln	344	1.3	13.2	2.5	56000.0	-2.1	38	104	99	163	83	186	0.65	1	2	0.18895348837209303	0.14408602150537633	DmpA_ArgJ
sp|D0N1U4|ARGJ_PHYIT	465	DmpA_ArgJ.aln	344	1.3	13.2	0.00012	2.7	12.1	233	339	213	350	174	358	0.77	2	2	0.4011627906976744	0.23010752688172043	DmpA_ArgJ
sp|A7EDG9|ARGJ2_SCLS1	489	DmpA_ArgJ.aln	344	1.8	12.7	0.00016	3.6	11.7	237	271	234	269	223	291	0.82	1	1	0.10465116279069768	0.07157464212678936	DmpA_ArgJ
sp|Q9X2A3|ARGJ_THEMA	397	DmpA_ArgJ.aln	344	2.9	12.0	0.54	12000.0	0.1	16	117	20	125	10	134	0.63	1	2	0.3081395348837209	0.25692695214105793	DmpA_ArgJ
sp|Q9X2A3|ARGJ_THEMA	397	DmpA_ArgJ.aln	344	2.9	12.0	3.5e-05	0.78	13.9	236	338	168	309	142	315	0.79	2	2	0.4127906976744186	0.2594458438287154	DmpA_ArgJ
